,Method,Rejection Rate,Accuracy,Precision,Recall,F1-Score,AU-ARC
60,max,0.2,0.7303863002787734,0.7497584541062802,0.6499162479061976,0.696276357110812,0.6882775930308662
61,max,0.25,0.7340696686491079,0.7515723270440252,0.6482820976491862,0.6961165048543689,0.6882775930308662
62,max,0.3,0.7391898042785616,0.7548240635641317,0.6506849315068494,0.6988964792433,0.6882775930308662
63,max,0.35000000000000003,0.7465686274509804,0.77125,0.6487907465825447,0.7047401484865791,0.6882775930308662
64,max,0.4,0.7498672331386086,0.7785515320334262,0.6417910447761194,0.7035871617369415,0.6882775930308662
65,max,0.45,0.7566628041714948,0.7959183673469388,0.6361355081555834,0.7071129707112971,0.6882775930308662
66,max,0.5,0.7622689611217336,0.8065099457504521,0.6264044943820225,0.7051383399209487,0.6882775930308662
67,max,0.55,0.7579617834394905,0.8036697247706422,0.6508172362555721,0.7192118226600985,0.6882775930308662
68,max,0.6,0.767515923566879,0.8036697247706422,0.7030497592295345,0.75,0.6882775930308662
69,max,0.65,0.7916287534121929,0.8025830258302583,0.7809694793536804,0.7916287534121929,0.6882775930308662
70,max,0.7000000000000001,0.7940552016985138,0.801980198019802,0.811623246492986,0.8067729083665338,0.6882775930308662
71,max,0.75,0.7974522292993631,0.8108108108108109,0.8009708737864077,0.8058608058608059,0.6882775930308662
72,max,0.8,0.7993630573248408,0.7993630573248408,0.7993630573248408,0.7993630573248408,0.6882775930308662
73,max,0.85,0.802547770700637,0.795,0.7535545023696683,0.7737226277372263,0.6882775930308662
74,max,0.9,0.8152866242038217,0.7948717948717948,0.7322834645669292,0.7622950819672131,0.6882775930308662
75,max,0.9500000000000001,0.821656050955414,0.7045454545454546,0.6739130434782609,0.6888888888888889,0.6882775930308662
